id|ident|name|type|frequency|latitude|longitude|elevation|isoCountry|magneticVariation|usageType|power|associatedAirport
91278|MSD|Mashhad|TACAN|111900|36.23310089111328|59.64849853515625|3246|IR|3.447|BOTH|HIGH|OIMM
91279|MSD|Mashhad|VOR-DME|114000|36.231201171875|59.65060043334961|3264|IR|3.431|BOTH|HIGH|OIMM
91280|MSD|Mashhad|NDB|385|36.228599548339844|59.63719940185547|3270|IR|3.446|BOTH|MEDIUM|OIMM
91281|MSD|Mansfield|NDB|414|32.064300537109375|-93.7645034790039|322|US|2.474|LO|LOW|
91282|MSE|Munchen|NDB|358|48.33340072631836|11.652899742126465||DE|1.397|TERMINAL|LOW|EDDM
91284|MSL|Muscle Shoals|VORTAC|116500|34.70690155029297|-87.49150085449219|580|US|-1.558|LO|MEDIUM|KMSL
91285|MSN|Madison|VORTAC|108600|43.144798278808594|-89.3396987915039|860|US|-1.535|LO|MEDIUM|KMSN
91286|MSNN|Msnn|DME|111700|24.194400787353516|120.65399932861328|369|TW|-3.25|TERMINAL|LOW|RCLG
91287|MSO|Mount Sandon|VOR|115300|-31.387500762939453|151.41099548339844||AU|11.505|BOTH|HIGH|
91288|MSO|Missoula|VOR-DME|112800|46.90800094604492|-114.08399963378906|3203|US|15.042|LO|MEDIUM|KMSO
91289|MSO|Mount Sandon|NDB|326|-31.38640022277832|151.41200256347656||AU|11.505|BOTH|MEDIUM|
91290|MSP|Minneapolis|VOR-DME|115300|44.89649963378906|-93.23650360107422|831|US|1.147|BOTH|HIGH|KMSP
91291|MSQ|Nailr|NDB|351|38.454332|-77.905287|289|US|-10.007|TERMINAL|LOW|
91292|MSR|Mostar|VOR-DME|116900|43.26139831542969|17.85569953918457|164|BA|2.501|BOTH|HIGH|LQMO
91293|MSS|Massena|VORTAC|114100|44.914398193359375|-74.72270202636719|200|US|-14.167|BOTH|HIGH|CYCC
91294|MSS|Mossoro|VOR-DME|112400|-5.197329998016357|-37.364498138427734|88|BR|-21.466|BOTH|HIGH|SBMS
91295|MSS|Mossoro|NDB|275|-5.19350004196167|-37.364498138427734|217|BR|-21.465|BOTH|MEDIUM|SBMS
91296|MST|Mae Sot|VOR-DME|116700|16.698699951171875|98.54209899902344|690|TH|-0.424|BOTH|HIGH|VTPM
91297|MST|Greven|NDB|305|52.11009979248047|7.571710109710693||DE|0.213|LO|LOW|EDDG
91298|MSV|Macas|VOR-DME|112500|-2.257460117340088|-78.11009979248047|3625|EC|-1.319|BOTH|HIGH|SEMC
91299|MSW|Munchen|NDB|400|48.35240173339844|11.903800010681152||DE|1.436|TERMINAL|LOW|EDDM
91300|MT|Toamasina|VOR|113100|-18.124300003051758|49.39419937133789|22|MG|-14.444|HI|HIGH|FMMT
91301|MT|Multan|VOR|116700|30.194000244140625|71.41639709472656|423|PK|1.188|BOTH|HIGH|OPMT
91302|MT|Chiboo|NDB|209|49.79970169067383|-74.49559783935547||CA|-16.45|BOTH|MEDIUM|CYMT
91303|MT|Matei|NDB|296|-16.68829917907715|-179.88099670410156||FJ|12.051|BOTH|LOW|NFNM
91304|MT|Saint Nazaire/Montoir|NDB|398|47.33380126953125|-2.0445001125335693|67|FR|-2.231|BOTH|MEDIUM|LFRZ
91305|MT|Multan|NDB|387|30.196800231933594|71.42389678955078|436|PK|1.187|BOTH|MEDIUM|OPMT
91306|MT|Mtwara|NDB|336|-10.33240032196045|40.18450164794922|371|TZ|-4.307|BOTH|HIGH|HTMT
91307|MT|Zebre|NDB|347|39.44240188598633|-88.17350006103516|575|US|-2.106|LO|LOW|
91308|MT|Giles|NDB|218|10.895899772644043|-64.04720306396484||VE|-12.524|LO|MEDIUM|SVMG
91309|MT|Matetsi|NDB|260|-18.508899688720703|25.923999786376953||ZW|-8.27|TERMINAL|LOW|
91310|MTA|Margarita|VOR-DME|114100|10.923399925231934|-63.96139907836914|74|VE|-12.561|BOTH|HIGH|SVMG
91311|MTA|Margarita|NDB|206|10.920599937438965|-63.95669937133789|74|VE|-12.555|BOTH|MEDIUM|SVMG
91312|MTC|Selfridge|TACAN|133700|42.612998962402344|-82.83180236816406|580|US|-7.234|BOTH|MEDIUM|KMTC
91313|MTC|Monte Cristi|NDB|205|19.86359977722168|-71.64649963378906|72|DO|-9.461|LO|MEDIUM|MDMC
91314|MTD|Montdidier|VOR|113650|49.5526008605957|2.4894700050354004||FR|-1.064|BOTH|HIGH|LFAR
91315|MTG|Mount Gambier|VOR|117000|-37.751399993896484|140.78500366210938|212|AU|9.426|BOTH|HIGH|YMTG
91316|MTG|Mitiga|VOR|113400|32.892799377441406|13.271100044250488|36|LY|1.315|BOTH|HIGH|HLLM
91317|MTG|Martigues|VOR-DME|117300|43.38629913330078|5.086830139160156|650|FR|0.058|BOTH|HIGH|
91318|MTG|Mount Gambier|NDB|266|-37.752601623535156|140.7790069580078||AU|9.425|BOTH|MEDIUM|YMTG
91319|MTH|Marathon|NDB|260|24.71190071105957|-81.09529876708984||US|-4.436|BOTH|MEDIUM|
91320|MTI|Mopti/Ambodedjo|VOR|115500|14.526100158691406|-4.064720153808594||ML|-3.474|BOTH|HIGH|GAMB
91321|MTI|Mornington Island|NDB|416|-16.65920066833496|139.1699981689453||AU|5.353|BOTH|HIGH|YMTI
91322|MTI|Matadi|NDB|380|-5.8354902267456055|13.46619987487793||CD|-4.183|BOTH|MEDIUM|FZAM
91323|MTJ|Montrose|VOR-DME|117100|38.50640106201172|-107.89900207519531|5710|US|10.504|LO|HIGH|
91324|MTL|Montelimar|VOR-DME|113650|44.554901123046875|4.779860019683838|656|FR|-0.02|BOTH|HIGH|
91325|MTL|Montalvo|NDB|331|-2.069999933242798|-76.96890258789062|960|EC|-2.215|LO|MEDIUM|SEMO
91326|MTL|Monte Real|NDB|336|39.907798767089844|-8.883609771728516||PT|-3.587|TERMINAL|HIGH|LPMR
91327|MTM|Mataram|VOR-DME|114500|-8.56050968170166|116.07499694824219|51|ID|1.416|BOTH|HIGH|WADA
91328|MTN|Martin|TACAN|134100|39.33089828491211|-76.41130065917969|20|US|-11.139|BOTH|HIGH|
91329|MTN|Salamanca|NDB|399|40.988800048828125|-5.329929828643799||ES|-2.503|BOTH|MEDIUM|LESA
91330|MTN|Martin|NDB|342|39.29970169067383|-76.38009643554688||US|-11.146|TERMINAL|LOW|KMTN
91331|MTO|Mattoon|VOR-DME|109400|39.47800064086914|-88.28610229492188|720|US|-2.055|LO|MEDIUM|
91332|MTP|Mount Pleasant|VOR|114700|-51.826698303222656|-58.420799255371094|244|FK|4.106|BOTH|MEDIUM|EGYP
91333|MTP|Mount Pleasant|TACAN|111900|-51.82419967651367|-58.457000732421875|242|FK|4.121|BOTH|MEDIUM|EGYP
91334|MTP|Mount Hope|VOR-DME|117900|-34.1349983215332|135.33999633789062|540|AU|6.391|BOTH|HIGH|YCUS
91335|MTP|Mount Hope|NDB|353|-34.1255989074707|135.34100341796875||AU|6.39|BOTH|HIGH|YCUS
91336|MTQ|Metcalf|NDB|359|33.42530059814453|-90.98210144042969|120|US|0.475|LO|LOW|
91337|MTR|Metro|VOR|110000|50.27629852294922|8.84862995147705|666|DE|0.508|LO|HIGH|
91338|MTR|Monte Real|TACAN|109600|39.83259963989258|-8.89013957977295|263|PT|-3.585|BOTH|HIGH|LPMR
91339|MTR|Monteria|VOR-DME|114400|8.815560340881348|-75.81780242919922|36|CO|-5.114|BOTH|HIGH|SKMR
91340|MTT|Minatitlan|VOR-DME|116400|18.1028995513916|-94.5822982788086|36|MX|4.097|BOTH|HIGH|MMMT
91341|MTU|Myton|VORTAC|112700|40.149200439453125|-110.12799835205078|5396|US|12.02|BOTH|HIGH|
91342|MTU|Mitu|VOR-DME|112200|1.2423399686813354|-70.23650360107422|680|CO|-7.461|BOTH|HIGH|SKMU
91343|MTU|Mitu|NDB|413|1.2560100555419922|-70.2301025390625|680|CO|-7.465|BOTH|HIGH|SKMU
91344|MTW|Manitowoc|VOR-DME|111000|44.128501892089844|-87.67990112304688|650|US|-3.355|LO|LOW|
91345|MTY|Monterrey|VOR-DME|114700|25.772899627685547|-100.10399627685547|1278|MX|6.222|BOTH|HIGH|MMMY
91346|MU|Magdeburg|NDB|367|52.074100494384766|11.648300170898438||DE|1.39|TERMINAL|LOW|EDBM
91347|MU|Mamuju|NDB|235|-2.586669921875|119.02999877929688|16|ID|1.235|BOTH|MEDIUM|WAAJ
91348|MU|Mejametalana|NDB|317|-29.302600860595703|27.505599975585938||LS|-21.487|BOTH|MEDIUM|FXMU
91349|MU|Muren|NDB|570|49.65290069580078|100.17400360107422||MN|-0.553|BOTH|LOW|ZMMN
91350|MU|Musoma|NDB|312|-1.4995399713516235|33.800498962402344|3806|TZ|0.151|LO|MEDIUM|HTMU
91351|MU|Mutare|NDB|405|-18.93939971923828|32.659400939941406||ZW|-9.54|BOTH|LOW|
91352|MUE|Kamuela|VOR-DME|113300|19.99810028076172|-155.6699981689453|2670|US|9.55|BOTH|HIGH|PHMU
91353|MUN|Munchen|VOR-DME|112300|48.180301666259766|11.815999984741211|1802|DE|1.421|BOTH|HIGH|EDDM
91354|MUN|Maturin|VOR-DME|115300|9.746970176696777|-63.15230178833008|213|VE|-13.161|BOTH|HIGH|SVMT
91355|MUN|Maturin|NDB|230|9.7533597946167|-63.156700134277344|213|VE|-13.16|BOTH|MEDIUM|SVMT
91356|MUO|Mountain Home|TACAN|114000|43.04050064086914|-115.875|3000|US|14.413|BOTH|MEDIUM|KMUO
91357|MUR|Muri|NDB|312|46.94609832763672|7.466869831085205|1837|CH|0.35|BOTH|LOW|LSZB
91358|MUS|Mus|VOR-DME|111200|38.74810028076172|41.66109848022461|4173|TR|4.536|BOTH|HIGH|LTCK
91359|MUS|Nice Cote D Azur|NDB|428|43.38460159301758|6.606359958648682|1500|FR|0.288|LO|LOW|
91360|MUS|Mus|NDB|319|38.74810028076172|41.66109848022461|4157|TR|4.536|BOTH|HIGH|LTCK
91361|MUT|Mut|VOR-DME|112300|36.864200592041016|33.292198181152344|5791|TR|4.089|BOTH|HIGH|
91362|MUT|Mut|NDB|334|36.86389923095703|33.29309844970703||TR|4.091|BOTH|HIGH|
91363|MV|Gomel|NDB|247|52.51169967651367|31.08329963684082||BY|6.551|TERMINAL|LOW|UMGG
91364|MV|Mesters Vig|NDB|396|72.2332992553711|-23.91670036315918||GL|-22.549|BOTH|MEDIUM|
91365|MV|Toamasina|NDB|331|-18.091400146484375|49.390499114990234||MG|-14.42|TERMINAL|LOW|
91366|MVA|Mina|VORTAC|115100|38.56529998779297|-118.03299713134766|7860|US|14.083|BOTH|HIGH|
91367|MVC|Monroeville|VORTAC|116800|31.460399627685547|-87.35279846191406|417|US|-1.33|LO|MEDIUM|
91368|MVE|Monbetsu|VOR-DME|112900|44.305301666259766|143.39500427246094|159|JP|-9.125|BOTH|HIGH|RJEB
91369|MVE|Montevideo|VOR-DME|111600|44.97269821166992|-95.71199798583984|1034|US|3.225|LO|LOW|
91370|MVQ|Malvern|NDB|215|34.33340072631836|-92.76239776611328|535|US|1.577|TERMINAL|LOW|
91371|MVY|Martha'S Vineyard|VOR-DME|114500|41.39619827270508|-70.61270141601562|59|US|-15.154|LO|MEDIUM|
91372|MW|Magway|NDB|305|20.166099548339844|94.93820190429688||MM|-0.438|BOTH|MEDIUM|VYMW
91373|MW|Muara Tewe|NDB|242|-0.940189003944397|114.89399719238281|125|ID|1.067|BOTH|MEDIUM|WAOM
91374|MW|Plaza|NDB|370|19.393699645996094|-99.14949798583984|7316|MX|6.007|BOTH|MEDIUM|MMMX
91375|MW|Mineralnyye Vody|NDB|583|44.19499969482422|43.15169906616211||RU|6.215|TERMINAL|HIGH|URMM
91376|MW|Milkovo|NDB|592|54.70669937133789|158.61000061035156||RU|-6.364|BOTH|HIGH|
91377|MW|Migalovo|NDB|449|56.81330108642578|35.67829895019531||RU|9.348|TERMINAL|HIGH|UUEM
91378|MW|Pelly|NDB|408|47.115501403808594|-119.2750015258789|1200|US|16.488|TERMINAL|LOW|
91379|MW|Jonny|NDB|382|37.8390998840332|-88.970703125|390|US|-1.162|LO|LOW|
91380|MW|Onida|NDB|223|39.57830047607422|-84.32350158691406||US|-5.214|TERMINAL|LOW|
91381|MWA|Marion|VOR-DME|110400|37.75419998168945|-89.01170349121094|490|US|-1.134|LO|MEDIUM|
91382|MWB|Manado|VOR-DME|114800|1.3232500553131104|124.95500183105469|2373|ID|1.081|BOTH|HIGH|WAMM
91383|MWE|Tohoku|VOR-DME|114900|40.80889892578125|141.15699768066406|444|JP|-8.283|BOTH|HIGH|RJSM
91384|MWH|Moses Lake|VOR-DME|115000|47.210899353027344|-119.31700134277344|1177|US|16.513|BOTH|HIGH|
91385|MWL|Mineral Wells|NDB|266|32.785099029541016|-98.05729675292969|972|US|5.246|TERMINAL|LOW|
91386|MWM|Windom|NDB|203|43.909400939941406|-95.10919952392578|1452|US|2.579|TERMINAL|LOW|
91387|MX|Zhigalovo|NDB|445|54.79999923706055|105.1500015258789||RU|-3.341|BOTH|HIGH|
91388|MX|Kedzi|NDB|248|41.74150085449219|-87.689697265625|624|US|-3.02|TERMINAL|LOW|KMDW
91389|MX|Zoote|NDB|232|38.91999816894531|-76.87169647216797|74|US|-10.481|TERMINAL|LOW|KADW
91390|MXE|Modena|VORTAC|113200|39.91809844970703|-75.6707992553711|474|US|-11.538|BOTH|MEDIUM|
91391|MXF|Maxwell|TACAN|115000|32.37929916381836|-86.36830139160156|170|US|-2.239|BOTH|MEDIUM|KMXF
91392|MXL|Mexicali|VOR-DME|115000|32.631099700927734|-115.23799896240234|74|MX|12.111|BOTH|HIGH|MMML
91393|MXN|Maxaranguape|NDB|205|-5.386169910430908|-35.53099822998047|302|BR|-21.434|BOTH|MEDIUM|SNXX
91394|MXO|Monticello|NDB|397|42.200599670410156|-91.13710021972656|820|US|-0.1|TERMINAL|LOW|
91395|MXQ|Midwest|VOR-DME|112900|39.4296989440918|-83.80120086669922|1050|US|-5.446|TERMINAL|LOW|
91396|MXR|Almaza|TACAN|116300|30.092199325561523|31.3572998046875|304|EG|3.204|BOTH|LOW|HEAZ
91397|MXR|Maxwell|NDB|284|36.700599670410156|-104.54000091552734|6245|US|9.043|LO|LOW|
91398|MXT|Matsushima|TACAN|114300|38.403900146484375|141.2259979248047|37|JP|-7.384|BOTH|LOW|RJST
91399|MXW|Maxwell|VORTAC|110000|39.31760025024414|-122.22200012207031|110|US|15.085|LO|MEDIUM|
91400|MY|Myggenes|NDB|337|62.10689926147461|-7.587779998779297||FO|-8.124|BOTH|HIGH|EKVG
91401|MY|Miyako Jima|NDB|340|24.78809928894043|125.29499816894531|150|JP|-3.563|BOTH|MEDIUM|ROMY
91402|MY|Moyale|NDB|288|3.530319929122925|39.050899505615234||KE|0.502|BOTH|MEDIUM|HKMY
91403|MY|Maradi|NDB|284|13.500699996948242|7.109000205993652|1299|NE|-1.183|BOTH|MEDIUM|DRRM
91404|MY|Halow|NDB|222|39.16939926147461|-121.61000061035156|64|US|15.001|LO|LOW|KMYV
91405|MY|Deoro|NDB|210|32.77989959716797|-117.04499816894531|537|US|12.361|LO|MEDIUM|
91406|MYB|Maryborough|NDB|248|-25.519699096679688|152.7100067138672|38|AU|10.311|BOTH|LOW|YMYB
91407|MYC|Miyako Jima|VORTAC|117500|24.785999298095703|125.3010025024414|198|JP|-3.563|BOTH|HIGH|ROMY
91408|MYN|Munster|NDB|371|52.1593017578125|7.799990177154541||DE|0.256|TERMINAL|LOW|EDDG
91409|MYS|Mystic|VOR|108200|37.894100189208984|-86.24449920654297|790|US|-3.269|LO|MEDIUM|KFTK
91410|MYV|Marysville|VOR-DME|110800|39.09859848022461|-121.572998046875|60|US|14.586|TERMINAL|LOW|KMYV
91411|MYY|Miri|NDB|209|4.299580097198486|113.97599792480469||MY|0.322|BOTH|LOW|WBGR
91412|MYZ|Marysville|NDB|341|39.85279846191406|-96.6333999633789|1284|US|4.237|TERMINAL|LOW|
91413|MZ|Mwanza|VOR|115700|-2.4383599758148193|32.922298431396484|3763|TZ|0.034|HI|HIGH|HTMW
91414|MZ|Mezen|NDB|555|65.86669921875|44.20000076293945||RU|17.143|BOTH|HIGH|
91415|MZ|Mwanza|NDB|403|-2.442189931869507|32.92390060424805|3763|TZ|0.033|HI|HIGH|HTMW
91416|MZ|Samarkand|NDB|355|39.70669937133789|66.91999816894531||UZ|4.267|BOTH|MEDIUM|UTSS
91417|MZB|Mission Bay|VORTAC|117800|32.78219985961914|-117.2249984741211|12|US|12.383|BOTH|HIGH|
91418|MZD|Metzada|VOR-DME|115000|31.33060073852539|35.390499114990234|-1200|IL|3.381|BOTH|HIGH|LLMZ
91419|MZE|Miyazaki|VOR-DME|112400|31.878700256347656|131.43699645996094|32|JP|-6.141|BOTH|HIGH|RJFM
91420|MZH|Moose Lake|NDB|362|46.416099548339844|-92.80449676513672|1090|US|0.368|LO|LOW|
91421|MZT|Maizuru|TACAN|109650|35.548099517822266|135.42599487304688|2014|JP|-7.195|BOTH|LOW|
91422|MZT|Mazatlan|VOR-DME|114900|23.160499572753906|-106.27100372314453|38|MX|8.296|BOTH|HIGH|MMMZ
91423|MZU|Mulu|NDB|505|4.0338897705078125|114.7979965209961||MY|0.342|BOTH|MEDIUM|WBMU
91424|MZV|Moline|VORTAC|114400|41.32109832763672|-90.63809967041016|820|US|-0.27|LO|MEDIUM|
91425|MZV|Mazenod|VOR-DME|117200|-29.50040054321289|27.540599822998047|5578|LS|-22.043|BOTH|HIGH|FXMM
91426|MZZ|Marion|VOR-DME|108600|40.49340057373047|-85.67919921875|850|US|-4.273|LO|MEDIUM|
91427|N|Baku|NDB|733|40.448299407958984|50.04999923706055|19|AZ|5.261|TERMINAL|MEDIUM|
91428|N|Resistencia|NDB|262|-27.424299240112305|-59.045101165771484|174|AR|-9.553|TERMINAL|MEDIUM|
91429|N|Catamarca|NDB|282|-28.621700286865234|-65.76499938964844|1476|AR|-3.199|TERMINAL|MEDIUM|
91430|N|Presidente Peron|NDB|307|-38.95000076293945|-68.18710327148438||AR|4.16|TERMINAL|LOW|SAZN
91431|N|Junin|NDB|345|-34.52830123901367|-60.935001373291016||AR|-4.501|TERMINAL|LOW|
91432|N|Aeroparque|NDB|375|-34.58489990234375|-58.368900299072266||AR|-7.065|TERMINAL|LOW|
91433|N|Tbilisi|NDB|435|41.650699615478516|44.97439956665039||GE|5.43|TERMINAL|MEDIUM|
91434|N|Titan|NDB|440|46.92890167236328|19.72570037841797|376|HU|3.271|LO|LOW|LHKE
91435|N|Oksywie|NDB|290|54.59519958496094|18.491600036621094||PL|3.524|TERMINAL|LOW|EPOK
91436|N|Sheremetyevo|NDB|770|55.96500015258789|37.37329864501953||RU|9.413|TERMINAL|LOW|UUEE
91437|N|Chernivtsi|NDB|509|48.27629852294922|25.96660041809082||UA|4.54|TERMINAL|LOW|UKLN
91438|N|Donetsk|NDB|795|48.07339859008789|37.70669937133789||UA|6.559|TERMINAL|LOW|
91439|N|Simferopol|NDB|285|45.027801513671875|33.96540069580078||UA|5.368|TERMINAL|LOW|
91440|N|Termez|NDB|198|37.29330062866211|67.33670043945312||UZ|3.338|BOTH|MEDIUM|
91441|N4|Swan River|NDB|350|52.115299224853516|-101.23500061035156|1100|CA|7.523|LO|LOW|CZJN
91442|N9|Tumbler|NDB|346|55.026100158691406|-120.93599700927734|3075|CA|20.13|LO|MEDIUM|CBX7
91443|NA|Nausori|VOR-DME|112200|-18.042200088500977|178.56199645996094|99|FJ|12.225|BOTH|HIGH|NFNA
91444|NA|Banja Luka|NDB|383|44.920799255371094|17.30579948425293|400|BA|2.493|BOTH|LOW|
91445|NA|Natash|NDB|385|50.222198486328125|-61.84170150756836||CA|-21.42|BOTH|MEDIUM|CYNA
91446|NA|Nausori|NDB|307|-18.045799255371094|178.56199645996094|4|FJ|12.226|BOTH|MEDIUM|NFNA
91447|NA|Tbilisi|NDB|211|41.6327018737793|44.997100830078125||GE|5.428|TERMINAL|MEDIUM|
91448|NA|Narsarsuaq|NDB|359|61.17070007324219|-45.412899017333984||GL|-26.438|LO|MEDIUM|BGBW
91449|NA|Namlea|NDB|290|-3.237639904022217|127.0979995727539|108|ID|1.563|BOTH|MEDIUM|WAPR
91450|NA|Naganuma|NDB|377|43.00019836425781|141.6510009765625||JP|-9.073|LO|MEDIUM|RJCC
91451|NA|Kostanay|NDB|512|53.16230010986328|63.58259963989258|594|KZ|11.261|BOTH|MEDIUM|UAUU
91452|NA|Nema|NDB|305|16.611600875854492|-7.260940074920654||MR|-4.273|BOTH|MEDIUM|
91453|NA|Salekhard|NDB|315|66.56670379638672|66.50669860839844||RU|22.398|TERMINAL|HIGH|USDD
91454|NA|Begishevo|NDB|370|55.531700134277344|52.03670120239258||RU|12.272|TERMINAL|MEDIUM|UWKE
91455|NA|Maagg|NDB|337|33.68880081176758|-117.86000061035156|53|US|12.578|TERMINAL|LOW|KSNA
91456|NAH|Namha|VOR-DME|115500|20.38719940185547|106.11799621582031|14|VN|-1.083|BOTH|HIGH|
91457|NAK|Nakuru|VOR-DME|115100|-0.304749995470047|36.15340042114258|6286|KE|0.218|BOTH|HIGH|
91458|NAK|Nacka|NDB|335|59.294700622558594|18.178600311279297||SE|4.176|BOTH|LOW|ESSB
91459|NAN|Nan|VOR-DME|115700|18.809099197387695|100.78299713134766|685|TH|-0.463|BOTH|HIGH|VTCN
91460|NAN|Nea Anchialos|NDB|335|39.218299865722656|22.799400329589844||GR|3.165|TERMINAL|MEDIUM|LGBL
91461|NAR|Narrandera|VOR-DME|116300|-34.701900482177734|146.51699829101562|473|AU|11.15|BOTH|HIGH|YNAR
91462|NAR|Narrandera|NDB|329|-34.70709991455078|146.51300048828125||AU|11.151|BOTH|MEDIUM|YNAR
91463|NAS|Punta Arenas|VOR-DME|114100|-53.003700256347656|-70.85369873046875|137|CL|14.032|BOTH|HIGH|SCCI
91464|NAS|Punta Arenas|NDB|270|-53.01020050048828|-70.86389923095703|144|CL|14.038|BOTH|HIGH|SCCI
91465|NAT|Natania|VOR-DME|112400|32.332000732421875|34.96799850463867|100|IL|3.434|BOTH|HIGH|
91466|NAT|Natta|VOR-DME|113000|66.74649810791016|21.322399139404297|1258|SE|7.014|BOTH|HIGH|
91467|NAU|Nautla|VOR-DME|112300|20.191699981689453|-96.74549865722656|15|MX|4.594|BOTH|HIGH|
91468|NAU|Nautla|NDB|225|20.207500457763672|-96.76529693603516|15|MX|4.599|BOTH|MEDIUM|
91469|NAY|Nancy|TACAN|116800|48.58359909057617|5.95182991027832|1115|FR|0.042|BOTH|HIGH|LFSO
91470|NB|Bordeaux|NDB|361|45.147499084472656|-0.5499169826507568|155|FR|-1.387|LO|LOW|LFBD
91471|NB|Botn|NDB|387|65.32610321044922|-18.29360008239746||IS|-15.37|BOTH|LOW|BIAR
91472|NB|Uelkal|NDB|400|65.5167007446289|-179.2830047607422||RU|5.246|BOTH|HIGH|
91473|NB|Bromma|NDB|394|59.400901794433594|17.813899993896484||SE|4.096|BOTH|LOW|ESSB
91474|NBC|Beaufort|TACAN|110500|32.479000091552734|-80.71730041503906|49|US|-6.307|BOTH|MEDIUM|KNBC
91475|NBR|Nabire|VOR-DME|117300|-3.381959915161133|135.50100708007812|20|ID|3.082|BOTH|HIGH|WABI
91476|NBR|Narrabri|NDB|413|-30.32069969177246|149.83099365234375||AU|11.022|BOTH|MEDIUM|YNBR
91477|NBS|Barking Sands|TACAN|112600|22.037599563598633|-159.78500366210938|10|US|9.574|BOTH|LOW|PHBK
91478|NBW|Guantanamo Bay Ns|VOR|114600|19.904499053955078|-75.19879913330078|43|CU|-7.368|BOTH|HIGH|MUGM
91479|NBW|Guantanamo Bay Ns|TACAN|114600|19.90999984741211|-75.21849822998047|129|CU|-7.361|BOTH|HIGH|MUGM
91480|NC|Nice/Cote D'Azur|NDB|338|43.5901985168457|7.129079818725586||FR|0.362|LO|LOW|
91481|NC|Chileka|NDB|356|-15.674099922180176|34.95389938354492||MW|-7.127|TERMINAL|LOW|FWCL
91482|NC|Kemerovo|NDB|489|55.29999923706055|86.18000030517578||RU|7.312|TERMINAL|MEDIUM|UNEE
91483|NC|Newcastle|NDB|415|-27.770299911499023|29.994400024414062|4105|ZA|-20.377|BOTH|MEDIUM|FANC
91484|NCA|New River|TACAN|115400|34.70709991455078|-77.44029998779297|74|US|-9.177|BOTH|MEDIUM|KNCA
91485|NCH|Changbei|VOR-DME|115100|28.885000228881836|115.91300201416016|143|CN|-3.475|BOTH|HIGH|ZSCN
91486|NCL|Sao Nicolau|NDB|357|16.562700271606445|-24.283199310302734||CV|-11.217|BOTH|MEDIUM|GVSN
91487|NCN|Incheon|VOR-DME|113800|37.49489974975586|126.43000030517578|23|KR|-7.433|BOTH|LOW|RKSI
91488|NCS|Nagycserkesz|NDB|409|47.960899353027344|21.53030014038086||HU|3.557|BOTH|HIGH|
91489|NCZ|Autec|TACAN|112750|24.70330047607422|-77.7699966430664|29|BS|-6.546|BOTH|HIGH|
91490|NCZ|Autec|NDB|245|24.70330047607422|-77.7699966430664|10|BS|-6.546|BOTH|LOW|
91491|ND|Banjul|NDB|256|13.345399856567383|-16.657400131225586||GM|-8.468|BOTH|HIGH|GBYD
91492|ND|Moanda|NDB|402|-1.5300300121307373|13.26710033416748||GA|-3.006|BOTH|MEDIUM|FOOD
91493|ND|Tanjung Pandan|NDB|285|-2.75423002243042|107.7509994506836|164|ID|0.496|BOTH|MEDIUM|WIOD
91494|ND|Smyshlyayevka|NDB|190|53.266700744628906|50.43330001831055||RU|10.543|BOTH|HIGH|
91495|ND|Bolshevik|NDB|507|45.766700744628906|40.233299255371094||RU|6.333|TERMINAL|HIGH|
91496|NDG|Qiqihar|VOR-DME|112900|47.24169921875|123.9219970703125|459|CN|-10.158|BOTH|HIGH|ZYQQ
91497|NDG|Nordlingen|NDB|375|48.82939910888672|10.418700218200684||DE|1.199|BOTH|HIGH|
91498|NDG|Diego Garcia|NDB|300|-7.292669773101807|72.3843002319336|45|IO|-7.426|BOTH|LOW|FJDG
91499|NDJ|Bucholz|TACAN|114300|8.721199989318848|167.72900390625|29|MH|7.539|BOTH|HIGH|PKWA
91500|NDJ|Bucholz|NDB|359|8.720870018005371|167.72799682617188|9|MH|7.539|BOTH|MEDIUM|PKWA
91501|NDO|Nordholz|TACAN|117100|53.76900100708008|8.653499603271484|120|DE|0.376|BOTH|HIGH|ETMN
91502|NDO|Ndolo|NDB|318|-4.318950176239014|15.316200256347656||CD|-3.126|BOTH|MEDIUM|FZAB
91503|NDO|Nordholz|NDB|372|53.78519821166992|8.806170463562012|72|DE|0.408|BOTH|LOW|ETMN
91504|NE|Minsk-1|NDB|321|53.836700439453125|27.606700897216797||BY|6.231|TERMINAL|HIGH|UMMM
91505|NE|Singkep|NDB|320|-0.48299700021743774|104.57599639892578|95|ID|0.231|BOTH|MEDIUM|WIDS
91506|NE|Nerl|NDB|900|57.03329849243164|38||RU|10.191|BOTH|HIGH|
91507|NE|Norway House|DME|115100|53.97200012207031|-97.8416976928711|791|CA|4.244|BOTH|LOW|CYNE
91508|NEA|Tabanera|VOR-DME|116750|42.0275993347168|-4.109129905700684|3002|ES|-2.311|BOTH|HIGH|
91509|NEG|Neubrandenburg|TACAN|108050|53.604698181152344|13.308699607849121|270|DE|2.107|BOTH|HIGH|EDBN
91510|NEJ|Nejran|VORTAC|116700|17.60689926147461|44.41559982299805|3957|SA|1.55|BOTH|HIGH|OENG
91511|NEL|Lakehurst|TACAN|111800|40.0369987487793|-74.35310363769531|144|US|-12.458|BOTH|LOW|KNEL
91512|NEL|Lakehurst|NDB|396|40.044700622558594|-74.33570098876953|144|US|-12.466|TERMINAL|LOW|KNEL
