id|airportReference|airportIdentifier|lenth|width|surfaceType|lighted|closed
247743|1088|CJL2|6000|100|SAND/CLAY/GRAV|0|0
247036|1089|CJL4|3000|75|TREATED GRAVEL|0|0
250034|1090|CJL5|3000|180|TURF|0|0
250035|1090|CJL5|2500|200|TURF|0|0
234895|1091|CJL6|2000|80|GRS|0|0
234896|1091|CJL6|3248|75|ASP|1|0
259655|1092|CJL8|6150||UNK|0|0
246348|1093|CJL9|2625|90|TURF|0|0
252311|1094|CJM2|2550|100|TURF|0|0
256731|1095|CJM4|2500|75|ASPHALT|0|0
234608|1096|CJM5|3625|60|ASP|1|0
247015|1097|CJM6|2400|100|TURF|0|0
257466|1098|CJN2|2500|75|ASPHALT|0|0
254539|1100|CJN4|2950|150|ASPHALT|0|0
254540|1100|CJN4|2850|150|ASPHALT|0|0
250012|1102|CJN7|2625|60|CLAY/GRAVEL/TU|0|0
247746|1103|CJP2|2550|125|TURF|0|0
247747|1103|CJP2|1600|120|TURF|0|0
253813|1104|CJP6|2870|65|GRAVEL|0|0
257448|1105|CJP7|4250|100|TURF/GRAVEL|0|0
250759|1106|CJP9|3320|88|CLAY/GRAVEL|0|0
255995|1107|CJQ2|3000|65|TURF/ASPHALT|0|0
234578|1108|CJQ3|3150|75|ASP|1|0
234756|1109|CJQ4|3100|75|ASP|1|0
234757|1109|CJQ4|1565|75|GRE|0|0
249998|1110|CJQ5|2900|80|GRAVEL/TURF|0|0
235063|1111|CJQ6|3700|120|GVL|0|0
249249|1112|CJQ9|3450|80|CLAY/SAND|0|0
234980|1113|CJR2|3000|75|ASP|1|0
249284|1114|CJR3|3270|50|GRAVEL|1|0
249285|1114|CJR3|2798|65|GRAVEL|0|0
234521|1115|CJR4|3000|75|ASP|1|0
234522|1115|CJR4|1950|50|GVL|0|0
247033|1116|CJR5|2050|75|TURF/SNOW|0|0
247034|1116|CJR5|2695|95|ASPHALT/TURF|0|0
253814|1117|CJR7|3400|150|TURF|0|0
250782|1118|CJR8|2600|50|TURF|0|0
257472|1119|CJR9|3050|65|TURF|0|0
250013|1120|CJS2|4625|50|GRAVEL/CLAY/SA|0|0
253082|1121|CJS3|5280|120|GRAVEL|0|0
247041|1122|CJS4|2953|75|ASPHALT|0|0
256741|1123|CJS5|3200|75|PACKED GRAVEL|0|0
253815|1124|CJS7|1960|125|TURF|0|0
253088|1125|CJT2|2575|110|GRAVEL|0|0
247748|1126|CJT3|3950|110|CRUSHED ROCK|0|0
257452|1127|CJT4|2950|85|TREATED GRAVEL|0|0
250014|1128|CJT5|2000|40|TURF|0|0
250015|1128|CJT5|2250|65|TURF|0|0
253827|1129|CJT8|3000|70|TURF|0|0
253836|1130|CJT9|2400|50|GRAVEL|0|0
253837|1130|CJT9|3400|75|TREATED GRAVEL|0|0
248488|1131|CJU3|2400|60|GRAVEL/TURF|0|0
247744|1132|CJU4|2500|75|ASPHALT|0|0
247745|1132|CJU4|1840|75|TURF|0|0
252314|1133|CJU5|2750|75|TURF/SNOW|0|0
247016|1134|CJU6|2500|45|TURF|0|0
247017|1134|CJU6|3250|100|TURF|0|0
255256|1135|CJU7|2540|60|TURF|0|0
253843|1136|CJV2|2600|75|GRAVEL/TURF|0|0
251545|1137|CJV4|2500|75|GRAVEL/CLAY|0|0
235009|1138|CJV5|3510|75|ASP|1|0
255285|1139|CJV7|3500|100|GRVL|0|0
256730|1140|CJV8|3000|75|GRAVEL|0|0
251539|1141|CJV9|2165|75|ASPHALT|0|0
251540|1141|CJV9|2600|75|ASPHALT|0|0
247044|1142|CJW2|2650|75|TURF/CLAY|0|0
250778|1143|CJW3|2400|200|TURF|0|0
260321|1144|CJW4|||UNK|0|0
257477|1144|CJW4|2850|75|GRAVEL|0|0
234991|1145|CJW5|1900|75|GRS|0|0
234992|1145|CJW5|3400|75|ASP|1|0
250003|1146|CJW7|5100|100|GRAVEL/SAND|0|0
255337|16716|CJX|1997|60|GRVL-DIRT-P|0|0
256747|1148|CJX4|2575|75|ASPHALT|0|0
234700|1149|CJX5|2200|80|GRS|0|0
234701|1149|CJX5|2900|100|ASP|1|0
234885|1151|CJY3|2200|160|GRS|0|0
234886|1151|CJY3|3000|75|ASP|1|0
234887|1151|CJY3|2100|200|GRS|0|0
250789|1152|CJY4|3000|75|TREATED GRAVEL|0|0
257488|1153|CJY5|2950|100|TURF|0|0
249273|1154|CJZ2|1950|75|TURF|0|0
249274|1154|CJZ2|2800|90|TURF|0|0
249275|1154|CJZ2|2050|75|TURF|0|0
234702|1155|CJZ3|3000|75|ASP|1|0
246349|1156|CJZ4|2430|120|TURF|0|0
253864|1157|CJZ5|2050|115|CLAY/GRAVEL|0|0
255288|1158|CKA4|2875|90|TURF/GRAVEL/CL|0|0
256748|1159|CKA8|3000|90|TURF/EARTH/GRA|0|0
253097|1160|CKA9|2125|90|CLAY/GRAVEL|0|0
255275|1161|CKB2|3000|75|GRAVEL|0|0
252299|1162|CKB6|3600|100|GRVL|0|0
234464|1163|CKB7|3510|75|ASP|1|0
253857|1164|CKB8|2575|100|TURF/SNOW|0|0
251537|1165|CKC6|4400|90|TURF|0|0
255998|1166|CKC7|2400|150|TURF|0|0
255284|1167|CKC8|2500|100|TURF|0|0
257476|1168|CKC9|2600|100|TURF|0|0
247049|1169|CKD2|2550|60|TURF|0|0
247050|1169|CKD2|2540|90|TURF|0|0
234542|1170|CKD5|3000|75|ASP|1|0
249280|1171|CKD7|3500|70|TURF|0|0
249282|1172|CKD9|3500|100|GRVL|0|0
250021|1173|CKE2|2500|100|TURF|0|0
234516|1174|CKE8|1065|60|GRE|0|0
234517|1174|CKE8|3000|75|ASP|1|0
253093|1176|CKF2|2475|75|TURF|0|0
248477|1178|CKF4|2950|100|TURF|0|0
257469|1179|CKF6|2350|60|TURF|0|0
257470|1179|CKF6|2400|50|TURF|0|0
252307|1181|CKF9|3020|70|CONC/GRVL|0|0
247754|1182|CKG2|3000|100|TURF/GRAVEL/SN|0|0
249266|1183|CKG5|2570|100|TURF|0|0
255263|1184|CKG8|2120|130|TURF/SNOW|0|0
234696|1185|CKH2|3950|100|ASP|1|0
246321|1186|CKH3|3000|100|TURF|0|0
247054|1187|CKH7|2500|80|TURF|0|0
257468|1188|CKH8|3700|30|TURF|0|0
254567|1189|CKJ2|2050|40|TURF/GRAVEL|0|0
248479|1190|CKJ4|2700|100|TURF|0|0
253859|1191|CKJ7|1900|125|TURF|0|0
253860|1191|CKJ7|3000|275|TURF|0|0
253861|1191|CKJ7|2550|200|TURF|0|0
255271|1192|CKJ8|4360|90|GRAVEL|0|0
255268|1193|CKJ9|2000|75|TURF|0|0
253095|1194|CKK2|3500|75|TREATED SAND|0|0
254549|1196|CKK4|2215|50|TURF|0|0
254550|1196|CKK4|2430|75|TURF/EARTH|0|0
257456|1197|CKK5|2500|150|TURF|0|0
257457|1197|CKK5|2300|200|TURF|0|0
250792|1198|CKK7|3100|100|TURF/ASPHALT|0|0
260315|1198|CKK7|||UNK|0|0
253096|1199|CKL2|3000|90|GRAVEL|0|0
247056|1200|CKL3|3500|100|GRVL|0|0
234978|1202|CKL5|3289|75|ASP|1|0
247037|1203|CKL6|2200|40|SAND|0|0
247753|1205|CKL9|2565|80|EARTH|0|0
255283|1206|CKM2|3300|115|TURF|0|0
256737|1208|CKM4|3150|50|GRAVEL/SAND|0|0
253818|1209|CKM6|2600|75|GRAVEL/CLAY|0|0
253845|1211|CKM8|4850|100|GRVL|0|0
255257|1213|CKN5|2900|100|TURF|0|0
253844|1214|CKN8|2200|50|CLAY/SAND|0|0
257485|1216|CKP2|3000|50|TURF/GRAVEL|0|0
253858|1217|CKQ2|3000|200|TURF|0|0
248492|1218|CKQ3|3500|100|GRVL|0|0
234455|1219|CKQ5|3012|75|ASP|1|0
234804|1220|CKQ6|3000|75|ASP|1|0
253099|1221|CKQ7|2800|75|GRVL|0|0
253100|1221|CKQ7|2650|75|TURF/GRVL|0|0
249267|1222|CKQ8|5280|100|GRAVEL/SAND/CL|0|0
247048|1223|CKQ9|3950|100|OILED GRAVEL|0|0
254568|1224|CKR3|2600|125|TURF|0|0
250779|1225|CKR4|2680|75|TURF|0|0
250780|1225|CKR4|2650|84|TURF|0|0
256742|1226|CKR5|2660|65|TURF/EARTH|0|0
252324|1227|CKR7|2665|70|TURF/SNOW|0|0
250019|1228|CKR9|3077|100|TURF|0|0
250008|1229|CKS3|2500|75|TURF|0|0
254547|1230|CKS6|1500|40|TURF|0|0
254548|1230|CKS6|2700|55|TURF|0|0
250031|1231|CKS7|2500|75|GRAVEL|0|0
247028|1232|CKS8|3185|40|CLAY|0|0
248484|1233|CKS9|2400|70|TURF|0|0
248480|1235|CKT5|2050|75|TURF|0|0
248481|1235|CKT5|1870|75|TURF|0|0
253865|1236|CKT7|2700|100|TURF/TREATED G|0|0
252658|16717|CKU|1800|60|GRVL-G|0|0
252659|16717|CKU|8000|3000|WATER|0|0
249286|1237|CKU2|2600|90|TURF|0|0
249287|1237|CKU2|1750|65|TURF|0|0
250761|1238|CKU4|4000|150|TURF|0|0
256736|1239|CKU5|2300|75|TURF|0|0
248478|1240|CKU6|2200|100|TURF|0|0
256753|1241|CKU7|2600|60|CLAY/GRAVEL|0|0
256754|1241|CKU7|3300|75|TURF|0|0
256755|1241|CKU7|2500|75|TURF|0|0
250760|1245|CKV6|2450|75|TURF|0|0
247763|1246|CKV7|2600|135|TURF/CLAY|0|0
250762|1249|CKW6|1770|50|TREATED SAND|0|0
248925|16718|CKX|2500|60|GRAVEL-G|0|0
254573|1251|CKX2|2500|100|TURF|0|0
250764|1252|CKX3|2375|75|TURF|0|0
247741|1253|CKX4|1600|90|TURF|0|0
255990|1254|CKX5|2150|75|TURF|0|0
253075|1255|CKX8|3300|65|TREATED GRAVEL|0|0
250033|1256|CKY2|2500|65|TURF|0|0
253822|1257|CKY6|2425|100|TURF|0|0
253823|1257|CKY6|1680|100|TURF|0|0
250794|1259|CKZ2|2400|100|TURF|0|0
249254|1260|CKZ3|3800|70|CLAY|0|0
250007|1261|CKZ6|2950|75|TURF|0|0
256009|1262|CKZ7|2900|75|TURF/ASPHALT|0|0
256010|1262|CKZ7|1540|75|TURF|0|0
235231|1641|CL-SC49|4472|135|ASP|0|0
267203|16719|CL00|55|55|ASPH|0|0
257900|16720|CL01|2300|60|ASPH-G|0|0
267204|16721|CL02|44|44|CONC|0|0
267205|16721|CL02|44|44|CONC|0|0
267206|16722|CL03|74|70|CONC|0|0
254099|16723|CL04|1950|20|ASPH|1|0
267207|16724|CL05|40|40|ASPH|0|0
267208|16725|CL06|42|42|CONC|0|0
267209|16726|CL07|80|80|ASPH|0|0
267210|16727|CL08|51|28|CONC|0|0
267211|16728|CL09|80|80|CONC|1|0
267212|16729|CL10|65|65|TURF|0|0
248568|16730|CL11|1680|20|DIRT|0|0
267213|16731|CL12|70|70|MATS|0|0
249416|16732|CL13|1462|50|DIRT|0|0
267214|16733|CL14|50|50|CONC|0|0
267215|16733|CL14|40|40|CONC|1|0
267216|16734|CL15|20|20|ASPH|0|0
267217|16735|CL16|100|100|ASPH|0|0
267218|16736|CL17|40|40|CONC|0|0
250548|16737|CL18|3800|55|DIRT|0|0
267219|16738|CL19|65|65|CONC|0|0
267220|16739|CL20|30|30|CONC|0|0
267221|16740|CL21|60|60|CONC|1|0
267222|16741|CL22|50|50|CONC|0|0
249717|16742|CL23|2600|30|ASPH|1|0
248755|16743|CL24|2000|64|DIRT|0|0
256558|16744|CL25|2350|40|TURF|0|0
267223|16745|CL26|52|52|CONC|0|0
267224|16746|CL27|40|40|CONC|0|0
267225|16747|CL28|15|15|CONC|0|0
257763|16748|CL29|3000|30|DIRT|0|0
267226|16749|CL30|100|100|ASPH|0|0
267227|16750|CL31|74|66|CONC|0|0
267228|16751|CL32|65|53|CONC|0|0
253301|16752|CL33|2700|50|ASPH|0|0
267229|16753|CL34|40|40|MATS|0|0
245534|16754|CL35|3500|70|ASPH-GRVL|0|0
267230|16756|CL37|75|66|CONC|0|0
267231|16757|CL38|61|57|MATS|0|0
267232|16758|CL39|100|100|TURF|1|0
267233|16759|CL40|20|20|ASPH|0|0
267234|16760|CL41|68|68|ASPH|0|0
267235|16761|CL42|80|80|ASPH|0|0
267236|16762|CL43|50|50|ASPH-CONC|0|0
267237|16763|CL44|45|45|CONC|0|0
267238|16764|CL45|100|100|CONC|0|0
244561|16765|CL46|3100|40|ASPH|0|0
267239|16766|CL47|50|40|ASPH-CONC|0|0
267240|16767|CL48|220|80|CONC|0|0
267241|16768|CL49|65|62|CONC|0|0
267242|16769|CL50|50|50|CONC|0|0
267243|16770|CL51|68|57|CONC|0|0
267244|16771|CL52|95|95|CONC-G|0|0
267245|16772|CL53|100|100|ASPH|1|0
267246|16773|CL54|65|65|CONC|0|0
267247|16774|CL55|80|80|ASPH|0|0
267248|16775|CL56|2156|30|ASPH-P|0|0
267249|16776|CL57|81|81|CONC|0|0
267250|16777|CL58|65|65|ASPH|0|0
267251|16778|CL59|20|20|CONC|0|0
267252|16779|CL60|40|40|CONC|0|0
267253|16780|CL61|66|66|CONC|0|0
267254|16781|CL62|50|50|DIRT|0|0
267255|16782|CL63|60|60|ASPH|0|0
267256|16783|CL64|50|50|ASPH|0|0
267257|16784|CL65|100|100|ASPH|0|0
267258|16785|CL66|20|20|CONC|0|0
267259|16786|CL67|66|60|MATS|0|0
267260|16787|CL68|65|60|MATS|0|0
267261|16788|CL69|60|60|ASPH|1|0
267262|16789|CL70|40|40|CONC|0|0
267263|16790|CL71|120|60|CONC|0|0
267264|16791|CL72|60|20|CONC|0|0
267265|16792|CL73|65|65|ASPH|0|0
254780|16793|CL74|2600|100|DIRT|0|0
267266|16794|CL75|32|32|ASPH|0|0
267267|16795|CL76|100|100|CONC-G|0|0
251015|16796|CL77|2200|50|ASPH|0|0
267268|16797|CL78|30|30|CONC|0|0
267269|16798|CL79|20|20|CONC|0|0
267270|16799|CL80|52|48|CONC|0|0
267271|16800|CL81|100|100|TURF|0|0
267272|16801|CL82|50|50|CONC|1|0
267273|16802|CL83|80|50|TURF|0|0
256222|16803|CL84|2617|40|ASPH|0|0
267274|16804|CL85|75|83|ASPH|0|0
267275|16805|CL86|40|40|CONC|0|0
267276|16806|CL87|107|105|ASPH|0|0
249543|16807|CL88|2500|50|TURF|0|0
267277|16808|CL89|50|50|CONC|0|0
256834|16809|CL90|1600|25|GRVL|0|0
267278|16810|CL91|60|60|ASPH|0|0
267279|16811|CL92|35|35|ASPH|0|0
267280|16812|CL93|75|75|GRVL|0|0
267281|16813|CL94|65|65|ASPH|0|0
267282|16814|CL95|20|20|CONC|0|0
267283|16815|CL96|40|40|CONC|0|0
267284|16816|CL97|40|40|MATS|0|0
267285|16817|CL98|60|60|CONC-TURF|0|0
267286|16818|CL99|50|50|CONC|0|0
246335|1264|CLA4|1960|60|ASP|0|0
299246|299244|cla5|2000|50|turf|0|0
259624|1265|CLA6|2400|120|TURF|0|0
271022|46497|CLB2|1980|75|TURF|0|0
248487|1266|CLC2|2000|130|TURF|1|0
256936|16819|CLF|2500|20|GRVL-DIRT-P|0|0
246338|1268|CLG3|3210|75|GRAVEL|0|0
249265|1271|CLK3|3300|70|TURF|0|0
234463|1272|CLM2|3832|50|ASP|1|0
299267|299265|clv2|1950|50|TURF|0|0
271099|44690|CLW3|2200|75|TURF|0|0
260432|1276|CMA2|2000|100|TURF|0|0
299182|299180|cmb2|4529|121|GVL|1|0
310991|310989|CMB7|3308|60|ASP|0|0
271088|46616|CMF2|2000|60|Turf|1|0
299243|298378|CMF3|2600|129|TURF|0|0
263461|45050|CMN4|4495|100|Gravel|0|0
271054|46539|CMN5|4004|100|Gravel|0|0
263460|45049|CMN6|2336|75|Turf|0|0
316488|316486|CMT|4000|100|ASP|1|0
271025|46498|CMW3|1500|90|Grass|0|0
311604|311601|CMZ2|1100|40|turf|0|0
311603|311601|CMZ2|1800|60|turf|0|0
312492|312491|CN-0023|2700|106||0|0
315144|315143|CN-0036|8202|148|CON|0|0
321593|44158|CN-0080|9186|164||0|0
267287|16821|CN01|50|50|CONC|1|0
264308|45313|CN02|54|54|CONC|1|0
264237|45308|CN06|80|80|ASPH|0|0
267288|16822|CN10|63|63|ASPH-P|1|0
267289|16823|CN11|40|40|CONC|1|0
255028|16824|CN12|2500|40|ASPH|0|0
246694|16825|CN13|2260|90|TURF-G|0|0
267290|16826|CN14|50|50|ASPH|1|0
251327|16827|CN15|2180|50|TURF|0|0
267291|16828|CN17|80|80|CONC|1|0
255302|16829|CN19|1900|75|TURF|1|0
248522|16830|CN20|15000|4000|WATER|0|0
267292|16831|CN22|80|50|CONC|0|0
247395|16832|CN23|2640|100|DIRT|0|0
267293|16834|CN25|50|50|CONC|0|0
267294|16835|CN26|50|50|ASPH|0|0
267295|16836|CN27|80|80|ASPH|0|0
267296|16837|CN28|65|65|ASPH|0|0
254184|16838|CN29|1700|40|TURF|0|0
267297|16839|CN32|55|55|ASPH|0|0
267298|16840|CN33|40|40|CONC|0|0
267299|16841|CN34|95|95|ASPH|0|0
267300|16842|CN35|40|40|CONC|0|0
267301|16843|CN36|60|60|ASPH|0|0
248584|16844|CN37|3988|100|DIRT|1|0
248585|16844|CN37|3060|100|OILED DIRT|0|0
248203|16845|CN38|1385|50|TURF|0|0
267302|16846|CN39|40|40|CONC|0|0
249332|16847|CN42|3400|80|TURF-DIRT|0|0
267303|16848|CN43|65|65|CONC|0|0
254836|16849|CN44|1800|100|TURF|0|0
267304|16850|CN45|100|100|ASPH|0|0
267305|16851|CN46|25|25|CONC|1|0
267306|16852|CN47|40|40|CONC|1|0
267307|16853|CN51|54|53|CONC|1|0
267308|16853|CN51|54|53|CONC|1|0
267309|16853|CN51|44|44|CONC|1|0
264309|45309|CN53|54|54|CONC-G|1|0
322727|322719|CN95|2837|50|ASP|0|0
264106|45318|CN98|2500|50|DIRT|0|0
322044|322043|CN99|2873|34|Concrete|0|0
234479|1286|CNA3|2100|100|COP|1|0
256722|1287|CNA4|2500|100|TURF|0|0
256723|1287|CNA4|2000|100|CLAY/TURF|0|0
252326|1289|CNA8|2000|100|TURF/ASP|0|0
252327|1289|CNA8|2460|80|TURF|0|0
251546|1290|CNA9|2400|75|ASP/TURF|1|0
251547|1290|CNA9|1200|75|TURF|0|0
234674|1294|CNC3|2500|75|COP|1|0
234675|1294|CNC3|3500|75|COP|1|0
255261|1295|CNC4|2100|40|ASP|0|0
255262|1295|CNC4|2500|100|TURF/ASP|0|0
271110|1297|CND3|86|86|CON|1|0
246330|1298|CND4|2500|60|ASP|0|0
251523|1299|CNE3|3500|100|GRVL|0|0
234467|1300|CNE4|2555|100|GRS|0|0
234468|1300|CNE4|3999|100|ASP|1|0
234469|1300|CNE4|2930|100|GRS|0|0
256724|1301|CNE9|1935|70|TURF|0|0
247045|1303|CNF3|2550|100|OLD ASP|0|0
247046|1303|CNF3|2650|100|TURF|0|0
247047|1303|CNF3|2550|100|OLD ASP|0|0
235016|1304|CNF4|2642|75|GRS|0|0
235017|1304|CNF4|3500|75|ASP|1|0
246342|1305|CNF9|4400|60|GRVL|0|0
256728|1311|CNJ3|2350|100|ASP|0|0
253846|1312|CNJ4|1545|100|TURF|0|0
253847|1312|CNJ4|2010|150|ASP|0|0
234612|1314|CNK4|4000|75|ASP|1|0
271104|1316|CNK9|30|30|CON|1|0
234606|1317|CNL3|4500|90|ASP|1|0
234607|1317|CNL3|2207|75|GRS|0|0
247751|1318|CNL4|3800|175|TURF|0|0
252328|1319|CNL8|1985|60|TURF|0|0
256744|1321|CNM2|1800|50|TURF|0|0
271107|1322|CNM3|86|86|ASP|1|0
250776|1324|CNM5|3520|100|GRVL/CLAY|0|0
271100|1325|CNN3|2000|100|TURF|1|0
246311|1326|CNN4|1600|40|ASP|0|0
254551|1327|CNN8|2530|100|ASP|0|0
254552|1327|CNN8|2530|100|ASP|0|0
254553|1327|CNN8|2530|100|ASP|0|0
234550|1328|CNP3|2600|150|ASP|0|1
234551|1328|CNP3|3955|75|ASP|1|0
234552|1328|CNP3|2500|50|GVL|0|0
271073|46592|CNP6|1800|50|Turf|0|0
254558|1329|CNP7|2000|75|TURF/ASP|0|0
246327|1330|CNP8|1800|80|TURF|0|0
246328|1330|CNP8|2230|80|TURF|0|0
234937|1331|CNQ3|3500|100|ASP|1|0
234938|1331|CNQ3|2570|50|ASP|0|0
234964|1332|CNQ4|2348|75|TURF|0|0
234965|1332|CNQ4|5502|100|ASP|1|0
234966|1332|CNQ4|2258|75|TURF|0|0
234480|1334|CNR4|3180|60|ASP|1|0
252306|1335|CNR6|2240|95|TURF|0|0
257447|1336|CNR9|1850|100|TURF|0|0
271105|1337|CNS3|86|86||1|0
257446|1338|CNS4|2020|100|TURF|0|0
248498|1339|CNS6|2050|75|TURF|0|0
250784|1341|CNS8|2800|75|ASP|0|0
247043|1343|CNT3|3500|100|GRVL|0|0
257459|1345|CNT6|2600|75|ASP/TURF|0|0
249269|1346|CNT7|2580|150|ASP|0|0
249270|1346|CNT7|2550|150|ASP|0|0
249271|1346|CNT7|2520|150|ASP|0|0
247020|1348|CNU4|3280|150|TURF/GRVL|0|0
256006|1349|CNU8|2013|50|ASP|0|0
271106|1351|CNV3|86|86|ASP|1|0
246333|1352|CNV4|1775|485|TURF|0|0
249252|1353|CNV8|3014|100|ASP|0|0
263456|1353|CNV8|3936|100|ASP|0|0
263457|1353|CNV8|1900|80|Turf|0|0
306926|306924|CNV9|3000|75|Asphalt|1|0
253074|1355|CNW3|2200|40|SAND/GRVL|0|0
247023|1359|CNX3|3170|75|GRVL|0|0
247042|1360|CNX8|2810|130|TURF|0|0
234595|1361|CNY3|2450|75|GRS|0|0
234596|1361|CNY3|5000|100|ASP|1|0
253808|1362|CNY4|2300|50|TURF/SNOW|1|0
247733|1365|CNZ4|2400|140|TURF|0|0
247734|1365|CNZ4|1700|200|TURF|0|0
234489|1368|CNZ8|2870|75|GVL|1|0
317262|317261|CO-0054|8268|66|ASP|0|0
239800|16854|CO00|2500|75|TURF-F|0|0
239801|16854|CO00|3900|90|TURF-F|0|0
239802|16854|CO00|2620|20|ASPH-F|0|0
267310|16855|CO01|67|61|CONC-G|0|0
254228|16856|CO02|3500|50|TURF|0|0
247362|16857|CO03|2500|50|DIRT|0|0
267311|16858|CO04|67|67|CONC|0|0
267312|16859|CO05|120|60|CONC|0|0
248092|16860|CO06|4420|40|TURF|0|0
257533|16861|CO07|2000|200|TURF|0|0
249624|16863|CO09|2300|35|GRAVEL|0|0
248193|16864|CO10|3000|75|TURF-GRVL|0|0
250086|16865|CO11|2000|20|DIRT|0|0
243798|16866|CO12|3950|50|ASPH|1|0
244122|16869|CO15|1700|50|TURF|0|0
244123|16869|CO15|3800|36|ASPH|0|0
267313|16870|CO16|85|85|CONC-G|0|0
248868|16871|CO17|1500|65|DIRT|0|0
248869|16871|CO17|2500|65|DIRT|0|0
247876|16872|CO18|3300|80|TURF|0|0
247877|16872|CO18|4400|80|TURF|0|0
248360|16873|CO19|3000|40|GRAVEL|0|0
254910|16874|CO20|2400|50|TURF|1|0
267314|16875|CO21|20|20|DIRT|0|0
256239|43038|CO22|4000|75|GRVL|0|0
256241|43038|CO22|1800|75|GRVL|0|0
267315|16877|CO23|90|90|ASPH-CONC|0|0
267316|16878|CO24|40|40|CONC|0|0
255498|16879|CO25|3700|48|ASPH|0|0
267317|16880|CO26|200|80|TURF|0|0
257635|16881|CO27|2200|40|DIRT|0|0
267318|16882|CO28|100|100|TURF|0|0
267319|16884|CO30|40|40|MATS|0|0
267320|16885|CO31|40|40|CONC|0|0
267321|16886|CO32|68|45|ASPH|0|0
267322|16888|CO34|32|28|CONC|0|0
267323|16889|CO35|42|40|CONC|0|0
267324|16889|CO35|42|4|CONC|0|0
267325|16890|CO36|30|30|CONC|0|0
267326|16891|CO37|48|48|ASPH|0|0
254609|16892|CO38|3000|80|DIRT|0|0
267327|16893|CO39|50|50|ASPH|0|0
267328|16894|CO40|60|60|CONC|0|0
267329|16895|CO41|60|60|TURF|0|0
256534|16896|CO42|2300|80|TURF|0|0
256535|16896|CO42|2000|80|TURF|0|0
255497|16897|CO43|3400|90|DIRT|0|0
267330|16898|CO44|75|75|ASPH-G|0|0
267331|16899|CO45|20|20|TURF-G|0|0
267332|16900|CO46|100|100|CONC|1|0
253381|16901|CO47|2500|50|TURF|0|0
257194|16902|CO48|2640|50|DIRT-SAND|0|0
254101|16903|CO49|3000|75|TURF|0|0
267333|16904|CO50|50|50|CONC|1|0
267334|16905|CO51|100|100|ASPH|0|0
247445|16906|CO52|2400|30|GRAVEL|0|0
255036|16907|CO53|2700|55|TURF-G|0|0
250153|16908|CO54|4000|60|DIRT|0|0
243695|16909|CO55|4000|60|ASPH|0|0
257755|16910|CO56|4280|40|DIRT|0|0
267335|16911|CO57|40|40|TURF|0|0
252080|16912|CO58|2800|50|DIRT|0|0
251841|16913|CO59|1500|50|TURF|0|0
248273|16914|CO60|2500|75|TURF|0|0
249874|16915|CO61|2800|45|DIRT|0|0
249875|16915|CO61|5480|50|DIRT|1|0
267336|16916|CO62|150|100|TURF|0|0
267337|16917|CO63|36|36|WOOD|0|0
267338|16918|CO64|45|45|ASPH|0|0
256532|16919|CO65|4200|30|GRVL|0|0
267339|16920|CO66|95|90|ASPH|1|0
264310|45324|CO68|63|63|CONC|1|0
267340|16924|CO71|57|57|CONC|0|0
267341|16925|CO72|18|18|TURF|0|0
250356|16926|CO73|3500|100|TURF|0|0
267342|16927|CO74|40|40|DIRT|0|0
267343|16928|CO75|50|50|GRVL|0|0
255544|16929|CO76|3000|100|DIRT|0|0
267344|16931|CO78|125|125|ASPH|0|0
267345|16932|CO79|150|150|TURF-G|0|0
239807|16933|CO80|3240|40|ASPH|0|0
239808|16933|CO80|2850|50|DIRT-P|0|0
257922|16935|CO82|1200|20|CONC|0|0
257923|16935|CO82|3000|30|ASPH|0|0
267346|16936|CO83|30|30|ASPH|0|0
250708|16937|CO84|4250|65|DIRT|0|0
267347|16938|CO85|20|20|DIRT|0|0
256328|16939|CO86|1800|15|DIRT-G|0|0
267348|16940|CO87|17|17|CONC-G|0|0
267349|16941|CO88|74|74|CONC|0|0
258128|16942|CO89|2600|50|TURF|0|0
243607|16943|CO90|3500|75|ASPH|0|0
251159|16946|CO93|5700|75|GRVL|0|0
255916|16948|CO95|1500|30|TURF|0|0
255917|16948|CO95|4000|60|TURF|0|0
253618|16949|CO96|2000|75|TURF|0|0
254267|16950|CO97|2837|150|TURF|0|0
257125|16951|CO98|1800|50|TURF|0|0
257126|16951|CO98|1300|50|TURF|0|0
267350|16952|CO99|50|50|TURF|0|0
271089|46617|COB4|2730|85|TURF|0|0
271098|43873|COL2|1918|80|TURF|0|0
251548|1372|CPA4|2200|80|TURF|0|0
247750|1380|CPB5|1680|65|TURF|0|0
254541|1383|CPB9|2460|100|TURF|0|0
271093|1384|CPC3|1750|250|TURF|0|0
247729|1384|CPC3|1900|330|TURF|0|0
247730|1384|CPC3|2650|200|TURF|0|0
247731|1384|CPC3|2800|300|TURF|0|0
247732|1384|CPC3|2550|170|TURF|0|0
255286|1386|CPC6|2450|60|TURF|0|0
271067|46491|CPC7|3500|5000|water|0|0
271066|46491|CPC7|120000|1000|water|0|0
250010|1388|CPD2|2805|80|TURF/SNOW|0|0
247737|1390|CPD4|2500|70|TURF|0|0
247738|1390|CPD4|1700|120|TURF|0|0
256733|1391|CPD8|1400|50|TURF|0|0
256734|1391|CPD8|1400|50|TURF|0|0
256735|1391|CPD8|3200|80|TURF|0|0
250009|1394|CPE3|2000|85|TURF/SNOW|0|0
234900|1395|CPE4|3745|45|ASP|1|0
249276|1396|CPE5|2200|75|TURF|0|0
251549|1397|CPE6|3200|150|TURF|0|0
